,Accuracy,Precision,F1 score
88,1.0,1.0,1.0
89,1.0,1.0,1.0
90,0.9230769230769231,0.9333333333333332,0.9259259259259259
91,0.7692307692307693,0.8571428571428571,0.7662337662337663
92,1.0,1.0,1.0
93,0.8461538461538461,0.8888888888888888,0.85
94,1.0,1.0,1.0
95,0.9230769230769231,0.9333333333333332,0.9259259259259259
96,0.9230769230769231,0.9333333333333332,0.9259259259259259
97,0.9230769230769231,0.9333333333333332,0.9259259259259259
98,1.0,1.0,1.0
99,1.0,1.0,1.0
100,1.0,1.0,1.0
101,1.0,1.0,1.0
102,1.0,1.0,1.0
103,1.0,1.0,1.0
104,1.0,1.0,1.0
105,0.9230769230769231,0.9444444444444445,0.9220779220779222
106,0.7692307692307693,0.7833333333333333,0.7777777777777777
107,0.7692307692307693,0.7833333333333333,0.7777777777777777
108,0.7692307692307693,0.7833333333333333,0.7777777777777777
109,0.8461538461538461,0.85,0.8500000000000001
110,0.8461538461538461,0.8888888888888888,0.85
111,0.8461538461538461,0.85,0.8500000000000001
112,0.9230769230769231,0.9333333333333332,0.9259259259259259
113,0.9230769230769231,0.9333333333333332,0.9259259259259259
114,0.9230769230769231,0.9333333333333332,0.9259259259259259
115,0.9230769230769231,0.9333333333333332,0.9259259259259259
116,0.9230769230769231,0.9333333333333332,0.9259259259259259
117,0.9230769230769231,0.9333333333333332,0.9259259259259259
118,0.9230769230769231,0.9333333333333332,0.9259259259259259
119,0.8461538461538461,0.85,0.8500000000000001
120,0.9166666666666666,0.9333333333333332,0.9153439153439153
121,0.9166666666666666,0.9333333333333332,0.9153439153439153
122,0.9166666666666666,0.9333333333333332,0.9153439153439153
123,0.9166666666666666,0.9333333333333332,0.9153439153439153
124,0.9166666666666666,0.9333333333333332,0.9153439153439153
125,0.9166666666666666,0.9333333333333332,0.9153439153439153
126,0.9166666666666666,0.9333333333333332,0.9153439153439153
127,0.9166666666666666,0.9333333333333332,0.9153439153439153
128,0.9166666666666666,0.9333333333333332,0.9153439153439153
129,0.9166666666666666,0.9333333333333332,0.9153439153439153
130,0.9166666666666666,0.9333333333333332,0.9153439153439153
131,0.9166666666666666,0.9333333333333332,0.9153439153439153
132,0.9166666666666666,0.9333333333333332,0.9153439153439153
133,0.9166666666666666,0.9333333333333332,0.9153439153439153
134,0.9166666666666666,0.9333333333333332,0.9153439153439153
135,0.9166666666666666,0.9333333333333332,0.9153439153439153
136,0.8333333333333334,0.8888888888888888,0.8222222222222223
137,0.9166666666666666,0.9333333333333332,0.9153439153439153
138,0.9166666666666666,0.9333333333333332,0.9153439153439153
139,1.0,1.0,1.0
140,0.8333333333333334,0.8888888888888888,0.8222222222222223
141,1.0,1.0,1.0
142,1.0,1.0,1.0
143,1.0,1.0,1.0
144,1.0,1.0,1.0
145,1.0,1.0,1.0
146,1.0,1.0,1.0
147,1.0,1.0,1.0
148,1.0,1.0,1.0
149,1.0,1.0,1.0
